存,存
嘉,嘉
ᑭ,ᑭ
ᑖ,ᑖ
①,①
周,周
呂,呂
呼,呼
命,命
味,味
呪,呪
告,告
Ē,Ē
咸,咸
咄,咄
咬,咬
咲,咲
ᒃ,ᒃ
和,和
キ,キ
よ,よ
ァ,ァ
ウ,ウ
エ,エ
ク,ク
ゴ,ゴ
ジ,ジ
タ,タ
を,を
₂,₂
も,も
ん,ん
ゔ,ゔ
る,る
ア,ア
ィ,ィ
イ,イ
ゥ,ゥ
ケ,ケ
カ,カ
セ,セ
傻,傻
ェ,ェ
ォ,ォ
€,euro
ガ,ガ
ギ,ギ
グ,グ
サ,サ
ザ,ザ
シ,シ
ゅ,ゅ
ゆ,ゆ
ょ,ょ
ら,ら
め,め
ろ,ろ
わ,わ
ゼ,ゼ
ソ,ソ
ス,ス
ゲ,ゲ
コ,コ
傳,傳
オ,オ
₃,₃
ゃ,ゃ
ズ,ズ
れ,れ
り,り
備,備
哭,哭
哈,哈
員,員
哥,哥
哀,哀
品,品
哲,哲
唱,唱
唐,唐
ᔪ,ᔪ
Ą,Ą
善,善
儿,儿
儒,儒
ℓ,ℓ
億,億
儀,儀
ℵ,ℵ
ℐ,ℐ
優,優
儚,儚
ወ,ወ
የ,የ
勘,勘
勒,勒
ዋ,ዋ
ዛ,ዛ
ያ,ያ
勧,勧
ዮ,ዮ
ደ,ደ
ድ,ድ
ዶ,ዶ
勇,勇
動,動
勁,勁
勝,勝
勾,勾
ዳ,ዳ
勃,勃
務,務
园,园
因,因
囂,囂
四,四
团,团
団,団
囧,囧
ᛁ,ᛁ
ᛏ,ᛏ
国,国
图,图
図,図
ᛃ,ᛃ
固,固
ᛊ,ᛊ
ᛚ,ᛚ
ᛞ,ᛞ
回,回
Ţ,Ţ
墓,墓
£,pound
季,季
壘,壘
壱,壱
士,士
壬,壬
声,声
壁,壁
壽,壽
売,売
Ť,Ť
孤,孤
ग,ग
外,外
न,न
头,头
स,स
夢,夢
ण,ण
失,失
夫,夫
大,大
天,天
म,म
央,央
夷,夷
आ,आ
夕,夕
変,変
夏,夏
ळ,ळ
太,太
ज,ज
夜,夜
多,多
奖,奖
套,套
奈,奈
奴,奴
契,契
奔,奔
奄,奄
奶,奶
奇,奇
奕,奕
女,女
奚,奚
們,們
個,個
倮,倮
倶,倶
々,々
倉,倉
屠,屠
屈,屈
屑,屑
层,层
屄,屄
屋,屋
局,局
山,山
居,居
展,展
屏,屏
孫,孫
ử,ử
Ļ,Ļ
Ż,Ż
ỗ,ỗ
他,他
Ủ,Ủ
ữ,ữ
ố,ố
仔,仔
介,介
ợ,ợ
代,代
廣,廣
ự,ự
任,任
廻,廻
ứ,ứ
们,们
仰,仰
Ỷ,Ỷ
件,件
延,延
ễ,ễ
ổ,ổ
廉,廉
ề,ề
ờ,ờ
仁,仁
仏,仏
仲,仲
仪,仪
ể,ể
廃,廃
建,建
今,今
ở,ở
廟,廟
姓,姓
委,委
始,始
姫,姫
姬,姬
姐,姐
姜,姜
姚,姚
孩,孩
婢,婢
੧,੧
婆,婆
婚,婚
嬴,嬴
嬸,嬸
嬢,嬢
嬪,嬪
Į,Į
宗,宗
單,單
守,守
宿,宿
官,官
宋,宋
宛,宛
客,客
宣,宣
室,室
宫,宫
宮,宮
家,家
宅,宅
宇,宇
宕,宕
安,安
宁,宁
宏,宏
宝,宝
容,容
ள,ள
完,完
宜,宜
定,定
宙,宙
実,実
实,实
Ű,Ű
尖,尖
專,專
少,少
尔,尔
尋,尋
尤,尤
尻,尻
将,将
將,將
尉,尉
封,封
小,小
尾,尾
尹,尹
尊,尊
尚,尚
導,導
µ,micro
ᵻ,ᵻ
嵩,嵩
ᵝ,ᵝ
嵐,嵐
ᵊ,ᵊ
Ķ,Ķ
Ŷ,Ŷ
営,営
嶋,嶋
嶻,嶻
嶼,嶼
巡,巡
左,左
巨,巨
巴,巴
巢,巢
巣,巣
工,工
己,己
巫,巫
巻,巻
巧,巧
川,川
巾,巾
州,州
ᖅ,ᖅ
六,六
先,先
Ⅱ,Ⅱ
全,全
典,典
ㅓ,ㅓ
兄,兄
克,克
入,入
共,共
八,八
公,公
兰,兰
兵,兵
具,具
兆,兆
光,光
ㅏ,ㅏ
児,児
关,关
元,元
冠,冠
冨,冨
冯,冯
军,军
冥,冥
冷,冷
内,内
円,円
冇,冇
ㆍ,ㆍ
再,再
冼,冼
冲,冲
册,册
冊,冊
写,写
凛,凛
凤,凤
击,击
准,准
出,出
ᕿ,ᕿ
商,商
ᕐ,ᕐ
በ,በ
剡,剡
副,副
剛,剛
ቤ,ቤ
ብ,ብ
ተ,ተ
ት,ት
創,創
ቶ,ቶ
ቁ,ቁ
前,前
ች,ች
ቲ,ቲ
割,割
ታ,ታ
ね,ね
Ð,Ð
子,子
孝,孝
Ꮧ,Ꮧ
し,し
南,南
取,取
受,受
だ,だ
え,え
又,又
合,合
ち,ち
叡,叡
て,て
と,と
卨,卨
は,は
可,可
启,启
へ,へ
司,司
ⁿ,ⁿ
み,み
卿,卿
じ,じ
变,变
け,け
卑,卑
发,发
向,向
坑,坑
げ,げ
あ,あ
坂,坂
こ,こ
卓,卓
ご,ご
協,協
叔,叔
い,い
か,か
友,友
せ,せ
君,君
坛,坛
ぢ,ぢ
叢,叢
っ,っ
口,口
つ,つ
古,古
づ,づ
健,健
句,句
區,區
ぱ,ぱ
に,に
卫,卫
ほ,ほ
で,で
ど,ど
Ꮼ,Ꮼ
召,召
の,の
Ᏸ,Ᏸ
ば,ば
台,台
偵,偵
⁶,⁶
ぶ,ぶ
偶,偶
ぷ,ぷ
卷,卷
号,号
Ꮕ,Ꮕ
う,う
均,均
さ,さ
单,单
吕,吕
偉,偉
吉,吉
き,き
く,く
ぐ,ぐ
そ,そ
偏,偏
十,十
卍,卍
协,协
反,反
名,名
ぼ,ぼ
ぽ,ぽ
ま,ま
吾,吾
べ,べ
吹,吹
ひ,ひ
史,史
び,び
即,即
右,右
な,な
千,千
參,參
が,が
ぜ,ぜ
停,停
双,双
同,同
お,お
ず,ず
半,半
博,博
及,及
坊,坊
す,す
叙,叙
た,た
ぎ,ぎ
ぞ,ぞ
华,华
后,后
众,众
弗,弗
传,传
张,张
Ἀ,Ἀ
ἡ,ἡ
ἦ,ἦ
伦,伦
ἴ,ἴ
Ἰ,Ἰ
伸,伸
Ἐ,Ἐ
优,优
弘,弘
休,休
ἄ,ἄ
伤,伤
弥,弥
ἀ,ἀ
开,开
ἱ,ἱ
Ἡ,Ἡ
ἰ,ἰ
張,張
強,強
引,引
Ἁ,Ἁ
Ἅ,Ἅ
ἐ,ἐ
企,企
伍,伍
伏,伏
伐,伐
伝,伝
弁,弁
式,式
弐,弐
Ἴ,Ἴ
弼,弼
Ἵ,Ἵ
弾,弾
Ἱ,Ἱ
强,强
Ἄ,Ἄ
伊,伊
会,会
Ἑ,Ἑ
弟,弟
伎,伎
伞,伞
彭,彭
ὠ,ὠ
Ὀ,Ὀ
佈,佈
彈,彈
彦,彦
ὴ,ὴ
ὸ,ὸ
使,使
ὑ,ὑ
体,体
当,当
ὄ,ὄ
佛,佛
ὀ,ὀ
影,影
彩,彩
ὰ,ὰ
彰,彰
併,併
ὶ,ὶ
何,何
录,录
Ὁ,Ὁ
ὁ,ὁ
Ὅ,Ὅ
ὐ,ὐ
位,位
住,住
佐,佐
ὼ,ὼ
役,役
佳,佳
ὺ,ὺ
作,作
Ὑ,Ὑ
余,余
彙,彙
得,得
御,御
侨,侨
侯,侯
徒,徒
径,径
例,例
律,律
復,復
侬,侬
微,微
ᾶ,ᾶ
德,德
侍,侍
依,依
徐,徐
徹,徹
徳,徳
後,後
從,從
¹,¹
Ĺ,Ĺ
Ź,Ź
么,么
乡,乡
幡,幡
书,书
年,年
幸,幸
广,广
ไ,ไ
之,之
幣,幣
เ,เ
幻,幻
Ṭ,Ṭ
幵,幵
并,并
久,久
幕,幕
แ,แ
乍,乍
乐,乐
九,九
幽,幽
乾,乾
幹,幹
平,平
幌,幌
乙,乙
也,也
²,squared
岡,岡
岸,岸
岛,岛
岱,岱
岩,岩
岬,岬
岐,岐
ಳ,ಳ
岳,岳
³,cubed
峡,峡
峯,峯
峴,峴
峰,峰
島,島
ª,ª
Ī,Ī
Ū,Ū
ન,ન
媒,媒
ત,ત
ફ,ફ
ર,ર
આ,આ
ક,ક
એ,એ
媽,媽
જ,જ
断,断
斗,斗
旗,旗
无,无
校,校
核,核
树,树
栄,栄
格,格
根,根
株,株
戈,戈
戦,戦
戸,戸
房,房
战,战
我,我
戒,戒
戀,戀
戰,戰
戏,戏
成,成
戲,戲
戚,戚
歡,歡
案,案
桑,桑
桂,桂
档,档
桥,桥
桩,桩
桃,桃
桜,桜
武,武
旦,旦
概,概
榕,榕
榜,榜
榊,榊
樂,樂
樓,樓
権,権
樹,樹
横,横
樊,樊
毘,毘
毓,毓
比,比
毛,毛
母,母
洋,洋
津,津
活,活
洵,洵
派,派
洲,洲
洪,洪
洞,洞
渡,渡
港,港
游,游
渣,渣
温,温
清,清
渝,渝
渚,渚
濂,濂
濟,濟
昭,昭
映,映
是,是
易,易
春,春
昆,昆
昇,昇
显,显
昌,昌
星,星
明,明
摦,摦
摸,摸
摩,摩
播,播
撲,撲
撃,撃
悠,悠
悲,悲
悪,悪
擔,擔
擬,擬
擺,擺
擊,擊
支,支
政,政
攀,攀
放,放
愈,愈
愛,愛
意,意
感,感
拖,拖
旋,旋
拒,拒
拢,拢
拉,拉
拍,拍
拳,拳
書,書
曉,曉
曼,曼
曾,曾
曹,曹
曲,曲
止,止
梦,梦
梨,梨
械,械
梅,梅
梁,梁
條,條
正,正
棋,棋
森,森
棟,棟
椎,椎
業,業
步,步
日,日
楓,楓
楷,楷
楼,楼
楽,楽
楊,楊
楚,楚
怖,怖
急,急
总,总
性,性
怕,怕
思,思
怪,怪
怜,怜
池,池
求,求
汤,汤
汧,汧
汶,汶
汉,汉
汁,汁
汝,汝
汾,汾
汪,汪
決,決
江,江
死,死
滦,滦
滸,滸
滋,滋
滬,滬
滅,滅
滝,滝
構,構
槻,槻
槼,槼
早,早
橿,橿
橘,橘
橋,橋
機,機
斬,斬
次,次
欢,欢
權,權
殿,殿
段,段
殷,殷
殺,殺
新,新
水,水
永,永
民,民
氏,氏
浦,浦
测,测
浩,浩
海,海
浅,浅
流,流
浏,浏
浪,浪
浜,浜
浙,浙
济,济
时,时
润,润
涙,涙
歷,歷
淑,淑
深,深
淵,淵
淳,淳
旅,旅
慈,慈
慧,慧
慶,慶
憑,憑
憤,憤
憐,憐
憲,憲
文,文
懷,懷
應,應
ƕ,ƕ
敦,敦
整,整
數,數
救,救
敬,敬
数,数
敵,敵
敷,敷
故,故
敏,敏
教,教
承,承
打,打
手,手
所,所
才,才
批,批
Ə,Ə
族,族
条,条
恨,恨
息,息
杯,杯
板,板
村,村
恒,恒
杓,杓
恋,恋
来,来
杀,杀
東,東
恩,恩
据,据
杰,杰
恵,恵
捷,捷
杉,杉
恐,恐
提,提
杏,杏
松,松
携,携
搜,搜
杜,杜
搞,搞
李,李
於,於
漿,漿
演,演
漢,漢
漣,漣
漫,漫
潔,潔
潤,潤
潮,潮
潜,潜
澤,澤
澳,澳
澎,澎
湖,湖
方,方
湯,湯
湘,湘
湄,湄
湾,湾
沖,沖
没,没
沿,沿
沢,沢
治,治
沼,沼
沾,沾
油,油
河,河
沌,沌
沙,沙
沟,沟
波,波
泰,泰
法,法
泉,泉
泽,泽
泳,泳
檢,檢
惠,惠
惑,惑
惧,惧
情,情
想,想
溥,溥
満,満
源,源
溪,溪
歌,歌
朗,朗
斜,斜
月,月
木,木
振,振
术,术
挑,挑
朔,朔
望,望
最,最
朱,朱
挫,挫
末,末
本,本
指,指
按,按
有,有
服,服
朝,朝
未,未
會,會
挺,挺
机,机
期,期
抗,抗
暗,暗
暈,暈
暂,暂
抄,抄
护,护
报,报
技,技
抵,抵
投,投
押,押
暎,暎
晴,晴
時,時
晓,晓
晋,晋
普,普
晉,晉
晃,晃
智,智
柔,柔
柄,柄
查,查
柏,柏
柳,柳
林,林
斎,斎
授,授
推,推
排,排
探,探
接,接
果,果
ჭ,ჭ
ロ,ロ
ზ,ზ
თ,თ
ブ,ブ
プ,プ
რ,რ
ム,ム
ト,ト
ს,ს
メ,メ
ユ,ユ
შ,შ
ヨ,ヨ
ჯ,ჯ
ワ,ワ
ヴ,ヴ
ი,ი
ヘ,ヘ
ბ,ბ
パ,パ
გ,გ
ヒ,ヒ
დ,დ
ビ,ビ
ე,ე
ピ,ピ
ツ,ツ
ニ,ニ
მ,მ
ホ,ホ
ტ,ტ
モ,モ
უ,უ
ャ,ャ
ヤ,ヤ
ქ,ქ
ュ,ュ
ダ,ダ
ძ,ძ
ル,ル
ョ,ョ
ラ,ラ
レ,レ
ხ,ხ
ヶ,ヶ
テ,テ
デ,デ
ვ,ვ
フ,フ
ド,ド
ა,ა
ო,ო
チ,チ
ネ,ネ
ハ,ハ
バ,バ
ポ,ポ
働,働
像,像
ー,ー
ヲ,ヲ
ン,ン
リ,リ
ッ,ッ
ნ,ნ
ヌ,ヌ
ボ,ボ
ლ,ლ
ナ,ナ
ペ,ペ
კ,კ
ベ,ベ
ミ,ミ
პ,პ
ノ,ノ
マ,マ
º,º
亭,亭
庭,庭
店,店
亡,亡
度,度
亨,亨
云,云
Ẓ,Ẓ
亂,亂
库,库
五,五
应,应
庄,庄
事,事
亢,亢
Ấ,Ấ
交,交
ấ,ấ
ằ,ằ
ẫ,ẫ
庫,庫
ầ,ầ
座,座
ẩ,ẩ
京,京
亮,亮
康,康
了,了
井,井
底,底
争,争
序,序
庾,庾
ẳ,ẳ
圭,圭
化,化
圖,圖
北,北
喜,喜
匠,匠
匡,匡
ጨ,ጨ
在,在
團,團
園,園
國,國
ጀ,ጀ
医,医
地,地
ጵ,ጵ
包,包
ግ,ግ
圍,圍
区,区
场,场
土,土
広,広
人,人
二,二
亚,亚
庙,庙
于,于
亞,亞
ክ,ክ
Ś,Ś
孚,孚
喚,喚
አ,አ
加,加
务,务
ኦ,ኦ
ᚨ,ᚨ
动,动
ና,ና
力,力
ኢ,ኢ
እ,እ
ᚱ,ᚱ
ᚫ,ᚫ
ᚩ,ᚩ
助,助
劇,劇
ን,ን
劉,劉
劍,劍
ᚾ,ᚾ
ᚪ,ᚪ
努,努
功,功
孙,孙
噌,噌
孟,孟
埼,埼
培,培
基,基
域,域
城,城
Ď,Ď
Ꭱ,Ꭱ
厦,厦
Ꭿ,Ꭿ
县,县
厂,厂
垂,垂
压,压
型,型
垣,垣
历,历
Ꮎ,Ꮎ
厲,厲
Ꮃ,Ꮃ
厚,厚
原,原
策,策
破,破
砂,砂
研,研
码,码
砲,砲
#,hash
爭,爭
爱,爱
爆,爆
爪,爪
爺,爺
禄,禄
禮,禮
禁,禁
禍,禍
福,福
禹,禹
禎,禎
程,程
稲,稲
範,範
節,節
紗,紗
素,素
純,純
約,約
紀,紀
紫,紫
紅,紅
紺,紺
縄,縄
縣,縣
ǿ,ǿ
習,習
翔,翔
翰,翰
翁,翁
翼,翼
瘋,瘋
筑,筑
瑶,瑶
瑕,瑕
瑪,瑪
瑜,瑜
瑙,瑙
瑞,瑞
筒,筒
璧,璧
璩,璩
ǂ,ǂ
炒,炒
点,点
瓣,瓣
瓶,瓶
用,用
由,由
画,画
田,田
电,电
男,男
甲,甲
申,申
町,町
甚,甚
生,生
無,無
然,然
焉,焉
狭,狭
狸,狸
狱,狱
独,独
狐,狐
狼,狼
痛,痛
直,直
相,相
盘,盘
盛,盛
監,監
盤,盤
盧,盧
目,目
盼,盼
益,益
盟,盟
碧,碧
碉,碉
確,確
碟,碟
磯,磯
磁,磁
磊,磊
社,社
示,示
礎,礎
祭,祭
祖,祖
票,票
祥,祥
祇,祇
祁,祁
祐,祐
神,神
ǀ,ǀ
瀬,瀬
籠,籠
籍,籍
籲,籲
米,米
籌,籌
章,章
立,立
競,競
竹,竹
竜,竜
站,站
维,维
绘,绘
结,结
组,组
绍,绍
经,经
综,综
绚,绚
筧,筧
秦,秦
秘,秘
科,科
秋,秋
秀,秀
称,称
私,私
究,究
穆,穆
空,空
笠,笠
笨,笨
笑,笑
笔,笔
第,第
笹,笹
笺,笺
笙,笙
箱,箱
箟,箟
簡,簡
簫,簫
給,給
組,組
絵,絵
結,結
経,経
綱,綱
網,網
綜,綜
続,続
継,継
編,編
緯,緯
総,総
緜,緜
線,線
煤,煤
照,照
煇,煇
煌,煌
熹,熹
熊,熊
熙,熙
燈,燈
燒,燒
燧,燧
燕,燕
營,營
畑,畑
畫,畫
異,異
當,當
畅,畅
番,番
界,界
留,留
等,等
版,版
牛,牛
牧,牧
物,物
片,片
特,特
牙,牙
疍,疍
珠,珠
睡,睡
獨,獨
灯,灯
琴,琴
獄,獄
灣,灣
獣,獣
督,督
火,火
琬,琬
琰,琰
琵,琵
灶,灶
獅,獅
理,理
獏,獏
珍,珍
現,現
琳,琳
球,球
獎,獎
罗,罗
网,网
罂,罂
置,置
罰,罰
署,署
罪,罪
签,签
群,群
義,義
羅,羅
羽,羽
羲,羲
羊,羊
美,美
織,織
繼,繼
粋,粋
粵,粵
粟,粟
糋,糋
系,系
突,突
窪,窪
烈,烈
烜,烜
烟,烟
约,约
线,线
红,红
级,级
纵,纵
纽,纽
纳,纳
纪,纪
猴,猴
猓,猓
看,看
猷,猷
眼,眼
眾,眾
猪,猪
県,県
真,真
眞,眞
ǚ,ǚ
犯,犯
皓,皓
的,的
犬,犬
皮,皮
状,状
皆,皆
皇,皇
療,療
登,登
發,發
白,白
百,百
発,発
短,短
矿,矿
矢,矢
知,知
石,石
环,环
玄,玄
王,王
玢,玢
玮,玮
现,现
玉,玉
玲,玲
瞳,瞳
Э,Э
Ж,Ж
З,З
Р,Р
Ј,Ј
С,С
Ц,Ц
Ш,Ш
Я,Я
д,д
и,и
п,п
И,И
Б,Б
В,В
Ђ,Ђ
Г,Г
Д,Д
Є,Є
Ћ,Ћ
Л,Л
Т,Т
У,У
Ф,Ф
Х,Х
б,б
Ы,Ы
л,л
Ч,Ч
Щ,Щ
Ь,Ь
Ю,Ю
а,а
е,е
ж,ж
з,з
І,І
Е,Е
Ё,Ё
А,А
Н,Н
м,м
н,н
о,о
й,й
в,в
г,г
Ъ,Ъ
к,к
К,К
Й,Й
П,П
Dz,d z
Ў,Ў
頭,頭
떠,떠
須,須
레,레
頑,頑
頓,頓
려,려
력,력
蠻,蠻
蠶,蠶
項,項
頼,頼
령,령
ˈ,ˈ
興,興
눈,눈
鈴,鈴
舸,舸
舒,舒
누,누
舰,舰
與,與
船,船
舞,舞
ɡ,ɡ
街,街
表,表
顒,顒
術,術
衛,衛
衢,衢
衣,衣
血,血
롱,롱
顧,顧
록,록
顽,顽
顾,顾
行,行
로,로
類,類
警,警
릭,릭
首,首
視,視
馨,馨
릴,릴
름,름
見,見
覧,覧
馬,馬
리,리
馮,馮
린,린
馆,馆
要,要
規,規
림,림
립,립
観,観
親,親
覺,覺
香,香
门,门
設,設
計,計
머,머
記,記
験,験
訓,訓
言,言
許,許
騰,騰
먹,먹
訃,訃
訊,訊
騎,騎
语,语
鯖,鯖
说,说
미,미
鯑,鯑
诒,诒
评,评
识,识
试,试
민,민
间,间
鴨,鴨
광,광
贤,贤
败,败
관,관
鴻,鴻
봉,봉
봐,봐
负,负
ɸ,ɸ
ʸ,ʸ
금,금
길,길
블,블
鸣,鸣
기,기
급,급
브,브
ʿ,ʿ
近,近
返,返
进,进
述,述
迷,迷
过,过
뿐,뿐
追,追
迎,迎
闘,闘
蘭,蘭
識,識
阴,阴
阿,阿
阮,阮
蘇,蘇
阳,阳
阪,阪
队,队
ɑ,ɑ
著,著
鑿,鑿
葛,葛
鑫,鑫
葫,葫
葬,葬
葵,葵
葉,葉
두,두
ɒ,ɒ
ʒ,ʒ
钱,钱
钧,钧
钰,钰
钅,钅
蒼,蒼
蒙,蒙
钟,钟
魂,魂
肖,肖
邠,邠
날,날
股,股
邦,邦
邨,邨
남,남
내,내
나,나
那,那
肥,肥
났,났
邵,邵
肇,肇
肉,肉
育,育
낳,낳
난,난
铭,铭
間,間
铨,铨
듯,듯
들,들
등,등
铮,铮
蓮,蓮
铉,铉
铁,铁
蓝,蓝
드,드
ɔ,ɔ
魔,魔
ʔ,ʔ
蔡,蔡
디,디
蔣,蔣
따,따
蔵,蔵
蔺,蔺
蔎,蔎
鄭,鄭
魄,魄
脈,脈
너,너
네,네
鄧,鄧
넷,넷
脆,脆
鄉,鄉
널,널
넌,넌
鄙,鄙
開,開
니,니
단,단
담,담
鋘,鋘
님,님
苑,苑
닛,닛
다,다
若,若
英,英
달,달
답,답
苍,苍
苏,苏
닝,닝
鋼,鋼
당,당
苞,苞
ɛ,ɛ
薛,薛
雨,雨
雑,雑
雄,雄
蛋,蛋
離,離
雀,雀
電,電
뛰,뛰
零,零
雷,雷
雅,雅
集,集
蛇,蛇
雲,雲
雪,雪
蛟,蛟
雞,雞
関,関
風,風
题,题
袋,袋
袁,袁
ɣ,ɣ
루,루
飯,飯
裸,裸
裂,裂
飛,飛
装,装
裕,裕
裁,裁
裏,裏
製,製
룹,룹
裳,裳
補,補
료,료
风,风
飞,飞
藤,藤
ˤ,ˤ
館,館
餅,餅
養,養
르,르
른,른
西,西
류,류
襄,襄
饅,饅
를,를
襲,襲
襟,襟
門,門
ʀ,ʀ
ˀ,ˀ
ꀒ,ꀒ
連,連
退,退
耀,耀
週,週
耶,耶
者,者
逆,逆
透,透
逝,逝
老,老
進,進
逃,逃
考,考
뀌,뀌
通,通
速,速
건,건
걸,걸
거,거
뱅,뱅
豆,豆
鱼,鱼
豹,豹
豊,豊
闫,闫
論,論
諸,諸
高,高
諫,諫
談,談
髙,髙
閻,閻
闻,闻
藻,藻
ʻ,ʻ
默,默
黑,黑
黒,黒
黄,黄
転,転
黱,黱
軍,軍
軽,軽
黃,黃
車,車
黎,黎
览,览
마,마
맨,맨
角,角
駄,駄
駛,駛
解,解
매,매
맥,맥
觀,觀
駅,駅
视,视
막,막
见,见
말,말
만,만
藩,藩
試,試
면,면
멘,멘
詔,詔
메,메
멤,멤
詩,詩
무,무
문,문
鬼,鬼
물,물
鬳,鬳
鮭,鮭
讯,讯
뮤,뮤
鮮,鮮
记,记
讚,讚
議,議
ʰ,ʰ
갈,갈
谯,谯
반,반
갑,갑
바,바
간,간
밤,밤
밥,밥
가,가
백,백
방,방
배,배
谷,谷
강,강
박,박
밉,밉
감,감
객,객
및,및
개,개
발,발
谊,谊
국,국
굿,굿
鵑,鵑
赛,赛
赤,赤
赫,赫
鵬,鵬
구,구
走,走
군,군
赵,赵
起,起
교,교
赞,赞
불,불
鶴,鶴
분,분
부,부
超,超
궁,궁
북,북
足,足
권,권
越,越
趙,趙
護,護
ʷ,ʷ
跡,跡
路,路
그,그
뷸,뷸
귀,귀
뷰,뷰
근,근
鷹,鷹
극,극
跳,跳
규,규
Ʌ,Ʌ
노,노
酒,酒
년,년
녀,녀
腕,腕
녕,녕
配,配
腐,腐
논,논
腾,腾
腹,腹
醤,醤
闇,闇
薇,薇
釈,釈
臨,臨
金,金
釋,釋
臣,臣
重,重
量,量
臼,臼
自,自
里,里
釜,釜
野,野
蕭,蕭
ʕ,ʕ
长,长
長,長
镇,镇
蕺,蕺
때,때
證,證
艦,艦
良,良
뉴,뉴
鉄,鉄
艷,艷
鉉,鉉
艾,艾
色,色
ȝ,ȝ
ˁ,ˁ
靖,靖
聖,聖
藍,藍
藝,藝
ː,ː
遠,遠
띠,띠
靈,靈
鏡,鏡
聡,聡
菡,菡
華,華
選,選
鐘,鐘
荘,荘
青,青
荒,荒
道,道
達,達
联,联
끔,끔
더,더
도,도
運,運
鍋,鍋
面,面
荣,荣
营,营
革,革
菩,菩
萬,萬
遮,遮
聰,聰
데,데
荷,荷
독,독
遇,遇
鍇,鍇
草,草
됐,됐
荼,荼
라,라
落,落
락,락
鍾,鍾
聲,聲
菲,菲
遺,遺
靜,靜
职,职
菜,菜
돌,돌
聊,聊
菊,菊
静,静
동,동
過,過
聞,聞
ʼ,ʼ
鼠,鼠
鼓,鼓
輔,輔
輝,輝
輪,輪
輌,輌
齒,齒
꽂,꽂
齐,齐
轍,轍
꽃,꽃
齊,齊
轟,轟
ʾ,ʾ
辑,辑
辛,辛
辻,辻
辉,辉
龍,龍
込,込
辽,辽
达,达
边,边
農,農
辺,辺
龙,龙
ʹ,ʹ
비,비
김,김
빵,빵
빅,빅
鹏,鹏
깊,깊
빙,빙
譲,譲
負,負
베,베
번,번
財,財
벨,벨
貴,貴
貘,貘
범,범
버,버
검,검
販,販
법,법
鲍,鲍
貼,貼
경,경
벳,벳
게,게
벌,벌
貞,貞
고,고
곡,곡
賦,賦
보,보
본,본
병,병
계,계
별,별
賛,賛
賢,賢
鳥,鳥
賀,賀
변,변
공,공
복,복
資,資
과,과
볼,볼
곽,곽
鳳,鳳
賞,賞
ɪ,ɪ
読,読
誠,誠
骨,骨
모,모
몸,몸
調,調
목,목
説,説
명,명
誉,誉
認,認
課,課
說,說
誌,誌
語,語
郭,郭
ʃ,ʃ
胖,胖
郡,郡
胡,胡
部,部
郴,郴
郑,郑
胥,胥
郧,郧
郷,郷
都,都
能,能
郾,郾
胃,胃
胜,胜
郎,郎
